 494  ARC 
 557  ARCH 
 557  ARCH 
 557  ARCH 
 550  ARCHERY 
 550  ARCHERY 
 347  ARDENT 
 262  ARE 
 262  ARE 
 394  AREA 
 412  ARGUE 
 433  ARID 
 354  ARISE 
 354  ARISE 
 470  ARISTOCRACY 
 517  ARK 
 517  ARK 
 593  ARM 
 593  ARM 
 401  ARMADILLO 
 503  ARMOR 
 536  ARMOUR 
 536  ARMOUR 
 536  ARMOUR 
 578  ARMY 
 443  AROMATIC 
 443  AROMATIC 
 316  ARRANGEMENT 
 365  ARRAY 
 365  ARRAY 
 419  ARRIVAL 
 402  ARROGANT 
 402  ARROGANT 
 619  ARROW 
 619  ARROW 
 493  ART 
 493  ART 
 421  ARTICLE 
 421  ARTICLE 
 240  ARTIFICE 
 386  ARTIFICIAL 
 386  ARTIFICIAL 
 600  ARTIST 
 600  ARTIST 
 441  ARTISTIC 
 224  AS 
 224  AS 
 224  AS 
 224  AS 
 513  ASBESTOS 
 553  ASH 
 553  ASH 
 397  ASHAMED 
 397  ASHAMED 
 395  ASHEN 
 590  ASPARAGUS 
 233  ASPECT 
 233  ASPECT 
 569  ASPHALT 
 569  ASPHALT 
 569  ASPHALT 
 542  ASPIRIN 
 481  ASSAULT 
 481  ASSAULT 
 481  ASSAULT 
 481  ASSAULT 
 413  ASSEMBLE 
 413  ASSEMBLE 
 345  ASSENT 
 345  ASSENT 
 345  ASSENT 
 368  ASSIST 
 348  ASSISTANCE 
 348  ASSISTANCE 
 367  ASSORTMENT 
 257  ASSUMPTION 
 224  ASTER 
 150  ASTROLABE 
 483  ASTRONOMY 
 261  ASTUTE 
 225  AT 
 225  AT 
 225  AT 
 225  AT 
 364  ATE 
 591  ATHLETE 
 551  ATHLETICS 
 444  ATMOSPHERE 
 444  ATMOSPHERE 
 499  ATOM 
 499  ATOM 
 404  ATROCITY 
 501  ATTACK 
 501  ATTACK 
 302  ATTEMPT 
 302  ATTEMPT 
 386  ATTEND 
 499  ATTENDANT 
 499  ATTENDANT 
 352  ATTENTIVE 
 321  ATTITUDE 
 295  ATTRIBUTE 
 295  ATTRIBUTE 
 295  ATTRIBUTE 
 555  AUDIENCE 
 253  AUDIT 
 253  AUDIT 
 395  AUDITION 
 395  AUDITION 
 573  AUDITORIUM 
 567  AUNT 
 253  AURAL 
 345  AURORA 
 428  AUTHENTIC 
 428  AUTHENTIC 
 460  AUTHOR 
 460  AUTHOR 
 460  AUTHOR 
 356  AUTHORITATIVE 
 628  AUTOMOBILE 
 628  AUTOMOBILE 
 628  AUTOMOBILE 
 622  AUTUMN 
 622  AUTUMN 
 285  AVAILABLE 
 596  AVALANCHE 
 596  AVALANCHE 
 564  AVENUE 
 564  AVENUE 
 297  AVERAGE 
 297  AVERAGE 
 297  AVERAGE 
 445  AVIATOR 
 325  AVID 
 208  AVOWAL 
 293  AWAIT 
 293  AWAIT 
 298  AWARE 
 298  AWARE 
 272  AWAY 
 272  AWAY 
 213  AWEIGH 
 419  AWKWARD 
 419  AWKWARD 
 292  AWL 
 597  AXE 
 597  AXE 
 389  AXIL 
 311  AXIOM 
 560  AXLE 
 255  AYE 
 255  AYE 
 255  AYE 
 255  AYE 
 562  BABE 
 608  BABY 
 608  BABY 
 483  BACK 
 483  BACK 
 483  BACK 
 483  BACK 
 483  BACK 
 427  BACKGROUND 
 427  BACKGROUND 
 505  BACTERIA 
 388  BAD 
 388  BAD 
 519  BADGE 
 519  BADGE 
 570  BAG 
 570  BAG 
 594  BAGPIPE 
 594  BAGPIPE 
 480  BAIL 
 480  BAIL 
 495  BAKE 
 495  BAKE 
 429  BALANCE 
 429  BALANCE 
 473  BALE 
 473  BALE 
 473  BALE 
 622  BALL 
 622  BALL 
 622  BALL 
 583  BALLOON 
 583  BALLOON 
 437  BALLOT 
 437  BALLOT 
 255  BANALITY 
 644  BANANA 
 644  BANANA 
 579  BAND 
 579  BAND 
 554  BANDAGE 
 554  BANDAGE 
 562  BANDIT 
 562  BANDIT 
 470  BANG 
 470  BANG 
 470  BANG 
 470  BANG 
 560  BANK 
 560  BANK 
 565  BANKER 
 569  BANNER 
 569  BANNER 
 596  BAR 
 596  BAR 
 596  BAR 
 448  BARB 
 448  BARB 
 448  BARB 
 406  BARD 
 406  BARD 
 487  BARE 
 487  BARE 
 487  BARE 
 487  BARE 
 505  BARGAIN 
 505  BARGAIN 
 539  BARK 
 539  BARK 
 589  BARN 
 589  BARN 
 458  BARNACLE 
 458  BARNACLE 
 498  BARON 
 602  BARREL 
 602  BARREL 
 436  BASE 
 436  BASE 
 436  BASE 
 571  BASEMENT 
 571  BASEMENT 
 400  BASHFUL 
 271  BASIC 
 542  BASIN 
 560  BASKET 
 560  BASKET 
 544  BASS 
 544  BASS 
 544  BASS 
 544  BASS 
 586  BAT 
 586  BAT 
 601  BATH 
 601  BATH 
 601  BATH 
 516  BATON 
 516  BATON 
 597  BATTLE 
 597  BATTLE 
 597  BATTLE 
 417  BAWL 
 417  BAWL 
 570  BAY 
 570  BAY 
 570  BAY 
 548  BAYONET 
 548  BAYONET 
 274  BE 
 667  BEACH 
 667  BEACH 
 667  BEACH 
 574  BEAK 
 574  BEAK 
 539  BEAM 
 539  BEAM 
 538  BEAN 
 572  BEAR 
 572  BEAR 
 630  BEARD 
 630  BEARD 
 558  BEAST 
 558  BEAST 
 406  BEAT 
 406  BEAT 
 406  BEAT 
 406  BEAT 
 394  BEAU 
 394  BEAU 
 394  BEAU 
 532  BEAUTIFUL 
 532  BEAUTIFUL 
 513  BEAUTY 
 513  BEAUTY 
 513  BEAUTY 
 612  BEAVER 
 612  BEAVER 
 612  BEAVER 
 262  BECAME 
 244  BECAUSE 
 244  BECAUSE 
 259  BECOME 
 259  BECOME 
 635  BED 
 635  BED 
 177  BEDEL 
 629  BEDROOM 
 623  BEE 
 435  BEECH 
 435  BEECH 
 625  BEEF 
 625  BEEF 
 572  BEEHIVE 
 222  BEEN 
 222  BEEN 
 222  BEEN 
 598  BEER 
 555  BEET 
 555  BEET 
 640  BEETLE 
 640  BEETLE 
 640  BEETLE 
 255  BEFORE 
 255  BEFORE 
 255  BEFORE 
 255  BEFORE 
 255  BEFORE 
 255  BEFORE 
 431  BEG 
 431  BEG 
 251  BEGAN 
 593  BEGGAR 
 593  BEGGAR 
 359  BEGINNING 
 359  BEGINNING 
 359  BEGINNING 
 351  BEHAVIOUR 
 371  BEHIND 
 371  BEHIND 
 371  BEHIND 
 323  BEING 
 323  BEING 
 323  BEING 
 453  BELFRY 
 328  BELIEF 
 610  BELL 
 610  BELL 
 401  BELLE 
 401  BELLE 
 344  BELLIGERENT 
 344  BELLIGERENT 
 576  BELLY 
 576  BELLY 
 456  BELOVED 
 456  BELOVED 
 456  BELOVED 
 317  BELOW 
 317  BELOW 
 494  BELT 
 494  BELT 
 555  BENCH 
 555  BENCH 
 460  BEND 
 460  BEND 
 345  BENEFACTOR 
 362  BENEFICIAL 
 445  BENEFIT 
 445  BENEFIT 
 418  BENZENE 
 294  BEQUEST 
 294  BEQUEST 
 409  BEREAVEMENT 
 517  BERET 
 551  BERRY 
 551  BERRY 
 402  BERTH 
 402  BERTH 
 335  BESIEGER 
 324  BEST 
 324  BEST 
 324  BEST 
 324  BEST 
 324  BEST 
 453  BET 
 453  BET 
 453  BET 
 453  BET 
 453  BET 
 453  BET 
 238  BETEL 
 358  BETRAYAL 
 274  BETTER 
 274  BETTER 
 274  BETTER 
 274  BETTER 
 310  BETTERMENT 
 565  BEVERAGE 
 407  BEWILDERMENT 
 217  BHANG 
 488  BIB 
 488  BIB 
 594  BIBLE 
 394  BID 
 394  BID 
 394  BID 
 294  BIER 
 463  BIG 
 463  BIG 
 463  BIG 
 293  BILIOUS 
 535  BILL 
 535  BILL 
 355  BILLED 
 355  BILLED 
 355  BILLED 
 562  BIN 
 562  BIN 
 562  BIN 
 441  BIOLOGY 
 561  BIRCH 
 561  BIRCH 
 614  BIRD 
 614  BIRD 
 532  BIRTH 
 532  BIRTH 
 571  BISCUIT 
 524  BISHOP 
 524  BISHOP 
 541  BISON 
 432  BIT 
 432  BIT 
 432  BIT 
 432  BIT 
 553  BITE 
 553  BITE 
 457  BITTER 
 457  BITTER 
 457  BITTER 
 457  BITTER 
 378  BITTERNESS 
 370  BIVOUAC 
 370  BIVOUAC 
 589  BLACK 
 589  BLACK 
 589  BLACK 
 575  BLACKSMITH 
 568  BLADE 
 568  BLADE 
 356  BLAME 
 356  BLAME 
 348  BLAND 
 348  BLAND 
 582  BLANKET 
 582  BLANKET 
 355  BLASPHEMY 
 510  BLEACH 
 510  BLEACH 
 510  BLEACH 
 435  BLEAK 
 435  BLEAK 
 435  BLEAK 
 422  BLESSING 
 422  BLESSING 
 422  BLESSING 
 404  BLEW 
 485  BLIND 
 485  BLIND 
 485  BLIND 
 471  BLINK 
 471  BLINK 
 471  BLINK 
 616  BLISTER 
 616  BLISTER 
 483  BLOCK 
 483  BLOCK 
 483  BLOCK 
 608  BLONDE 
 608  BLONDE 
 620  BLOOD 
 620  BLOOD 
 620  BLOOD 
 524  BLOOM 
 524  BLOOM 
 618  BLOSSOM 
 618  BLOSSOM 
 595  BLOUSE 
 458  BLOW 
 458  BLOW 
 569  BLUE 
 569  BLUE 
 569  BLUE 
 605  BLUEBELL 
 432  BLUNDER 
 432  BLUNDER 
 358  BLUNDERBUSS 
 358  BLUNDERBUSS 
 404  BLUNT 
 404  BLUNT 
 404  BLUNT 
 551  BLUSH 
 551  BLUSH 
 551  BLUSH 
 524  BOAR 
 524  BOAR 
 592  BOARD 
 592  BOARD 
 416  BOAST 
 416  BOAST 
 631  BOAT 
 631  BOAT 
 533  BOATING 
 533  BOATING 
 533  BOATING 
 533  BOATING 
 343  BOATSWAIN 
 614  BODY 
 614  BODY 
 533  BOIL 
 533  BOIL 
 404  BOISTEROUS 
 213  BOLE 
 270  BOLL 
 551  BOLT 
 551  BOLT 
 551  BOLT 
 606  BOMB 
 606  BOMB 
 380  BOND 
 380  BOND 
 380  BOND 
 567  BONE 
 567  BONE 
 567  BONE 
 397  BONUS 
 397  BONUS 
 591  BOOK 
 591  BOOK 
 604  BOOT 
 604  BOOT 
 486  BOOTH 
 453  BORDER 
 453  BORDER 
 453  BORDER 
 404  BORE 
 404  BORE 
 404  BORE 
 404  BORE 
 406  BOREDOM 
 390  BORING 
 390  BORING 
 390  BORING 
 435  BORN 
 435  BORN 
 435  BORN 
 435  BORN 
 346  BORNE 
 346  BORNE 
 346  BORNE 
 346  BORNE 
 346  BORNE 
 593  BOSOM 
 593  BOSOM 
 593  BOSOM 
 554  BOSS 
 554  BOSS 
 554  BOSS 
 410  BOTANY 
 298  BOTH 
 298  BOTH 
 298  BOTH 
 298  BOTH 
 298  BOTH 
 369  BOTHER 
 369  BOTHER 
 619  BOTTLE 
 619  BOTTLE 
 619  BOTTLE 
 436  BOTTOM 
 436  BOTTOM 
 614  BOULDER 
 614  BOULDER 
 435  BOUNDARY 
 599  BOUQUET 
 606  BOURBON 
 606  BOURBON 
 546  BOW 
 546  BOW 
 546  BOW 
 546  BOW 
 579  BOWL 
 579  BOWL 
 591  BOX 
 591  BOX 
 591  BOX 
 618  BOY 
 618  BOY 
 624  BRA 
 606  BRACELET 
 572  BRAIN 
 572  BRAIN 
 511  BRAKE 
 511  BRAKE 
 511  BRAKE 
 511  BRAKE 
 377  BRAMBLE 
 548  BRANCH 
 548  BRANCH 
 590  BRANDY 
 524  BRASS 
 524  BRASS 
 635  BRASSIERE 
 536  BRAT 
 427  BRAVE 
 427  BRAVE 
 427  BRAVE 
 427  BRAVE 
 450  BRAVERY 
 485  BRAWL 
 485  BRAWL 
 619  BREAD 
 619  BREAD 
 619  BREAD 
 398  BREAK 
 398  BREAK 
 586  BREAKFAST 
 586  BREAKFAST 
 597  BREAST 
 597  BREAST 
 480  BREATH 
 480  BREATH 
 387  BRED 
 387  BRED 
 387  BRED 
 387  BRED 
 560  BREEZE 
 560  BREEZE 
 425  BRIBE 
 425  BRIBE 
 574  BRICK 
 574  BRICK 
 574  BRICK 
 608  BRIDGE 
 608  BRIDGE 
 344  BRIEF 
 344  BRIEF 
 344  BRIEF 
 332  BRIGAND 
 332  BRIGAND 
 489  BRIGHT 
 489  BRIGHT 
 489  BRIGHT 
 489  BRIGHT 
 482  BRILLIANT 
 482  BRILLIANT 
 482  BRILLIANT 
 510  BRIM 
 510  BRIM 
 370  BRISKET 
 562  BRISTLE 
 562  BRISTLE 
 463  BROAD 
 463  BROAD 
 463  BROAD 
 416  BROCADE 
 416  BROCADE 
 416  BROCADE 
 515  BROIL 
 515  BROIL 
 515  BROIL 
 485  BROKE 
 485  BROKE 
 485  BROKE 
 469  BROKEN 
 469  BROKEN 
 469  BROKEN 
 588  BRONZE 
 588  BRONZE 
 588  BRONZE 
 597  BROOK 
 597  BROOK 
 608  BROOM 
 608  BROOM 
 608  BROOM 
 589  BROTHER 
 589  BROTHER 
 553  BROWNIE 
 570  BRUSH 
 570  BRUSH 
 570  BRUSH 
 392  BRUT 
 392  BRUT 
 427  BRUTAL 
 489  BRUTALITY 
 481  BRUTE 
 481  BRUTE 
 233  BUBAL 
 604  BUBBLE 
 604  BUBBLE 
 586  BUCKET 
 586  BUCKET 
 587  BUCKLE 
 587  BUCKLE 
 508  BUD 
 508  BUD 
 394  BUDGET 
 394  BUDGET 
 459  BUFFER 
 459  BUFFER 
 393  BUFFOON 
 393  BUFFOON 
 393  BUFFOON 
 399  BUILD 
 399  BUILD 
 551  BUILDER 
 578  BUILDING 
 578  BUILDING 
 578  BUILDING 
 458  BULKY 
 583  BULLDOG 
 611  BULLET 
 611  BULLET 
 476  BUMP 
 476  BUMP 
 476  BUMP 
 486  BUNCH 
 486  BUNCH 
 543  BUNGALOW 
 585  BUNNY 
 426  BUOYANT 
 499  BURDEN 
 499  BURDEN 
 497  BUREAU 
 317  BURGHER 
 317  BURGHER 
 544  BURIAL 
 488  BURLAP 
 541  BURN 
 541  BURN 
 541  BURN 
 488  BURNER 
 638  BURRO 
 444  BURROW 
 444  BURROW 
 401  BURY 
 401  BURY 
 549  BUSH 
 549  BUSH 
 441  BUSINESS 
 441  BUSINESS 
 403  BUSY 
 403  BUSY 
 403  BUSY 
 510  BUSYBODY 
 206  BUT 
 206  BUT 
 206  BUT 
 206  BUT 
 206  BUT 
 206  BUT 
 206  BUT 
 596  BUTCHER 
 596  BUTCHER 
 596  BUTCHER 
 543  BUTLER 
 603  BUTTER 
 603  BUTTER 
 624  BUTTERFLY 
 624  BUTTERFLY 
 580  BUTTON 
 580  BUTTON 
 269  BUTYL 
 269  BUTYL 
 397  BUY 
 397  BUY 
 463  BUYER 
 229  BY 
 229  BY 
 229  BY 
 229  BY 
 229  BY 
 231  BYRE 
 573  CABBAGE 
 573  CABBAGE 
 582  CABIN 
 582  CABIN 
 524  CABINET 
 524  CABINET 
 524  CABINET 
 469  CABLE 
 469  CABLE 
 303  CACHE 
 303  CACHE 
 625  CAFE 
 585  CAGE 
 585  CAGE 
 624  CAKE 
 624  CAKE 
 435  CALCULUS 
 565  CALF 
 248  CALIX 
 424  CALL 
 424  CALL 
 424  CALL 
 439  CALM 
 439  CALM 
 439  CALM 
 437  CALMNESS 
 288  CAME 
 288  CAME 
 561  CAMEL 
 576  CAMERA 
 513  CAMOUFLAGE 
 513  CAMOUFLAGE 
 588  CAMP 
 588  CAMP 
 588  CAMP 
 369  CAN 
 369  CAN 
 369  CAN 
 369  CAN 
 588  CANAL 
 588  CANAL 
 533  CANARY 
 533  CANARY 
 533  CANARY 
 567  CANCER 
 567  CANCER 
 337  CANDID 
 452  CANDIDATE 
 594  CANDLE 
 599  CANDLELIGHT 
 601  CANDY 
 601  CANDY 
 608  CANE 
 608  CANE 
 588  CANNON 
 588  CANNON 
 588  CANNON 
 602  CANOE 
 602  CANOE 
 493  CANON 
 493  CANON 
 540  CANTEEN 
 315  CAPABLE 
 373  CAPACITY 
 373  CAPACITY 
 566  CAPE 
 566  CAPE 
 518  CAPITAL 
 518  CAPITAL 
 545  CAPITOL 
 262  CAPITULATE 
 262  CAPITULATE 
 594  CAPSULE 
 594  CAPSULE 
 497  CAPTAIN 
 497  CAPTAIN 
 497  CAPTAIN 
 518  CAPTIVE 
 518  CAPTIVE 
 518  CAPTIVE 
 638  CAR 
 345  CARAT 
 345  CARAT 
 562  CARAVAN 
 461  CARBOHYDRATE 
 445  CARBON 
 578  CARD 
 578  CARD 
 531  CARDINAL 
 531  CARDINAL 
 383  CARE 
 383  CARE 
 418  CAREER 
 418  CAREER 
 446  CAREFREE 
 346  CAREFUL 
 361  CARELESS 
 361  CARELESS 
 497  CARGO 
 351  CARNAGE 
 611  CARNATION 
 611  CARNATION 
 499  CAROL 
 499  CAROL 
 539  CARP 
 539  CARP 
 538  CARPET 
 538  CARPET 
 529  CARRIAGE 
 577  CARROT 
 577  CARROT 
 393  CARRY 
 393  CARRY 
 597  CART 
 597  CART 
 421  CARTILAGE 
 517  CASE 
 517  CASE 
 468  CASEMENT 
 588  CASH 
 588  CASH 
 588  CASKET 
 588  CASKET 
 280  CASQUE 
 483  CAST 
 483  CAST 
 483  CAST 
 483  CAST 
 423  CASTE 
 429  CASTOR 
 617  CAT 
 617  CAT 
 435  CATASTROPHE 
 626  CATERPILLAR 
 544  CATFISH 
 599  CATHEDRAL 
 599  CATHEDRAL 
 619  CATTLE 
 619  CATTLE 
 619  CATTLE 
 366  CAUCUS 
 366  CAUCUS 
 401  CAUGHT 
 401  CAUGHT 
 401  CAUGHT 
 188  CAUL 
 188  CAUL 
 567  CAULIFLOWER 
 567  CAULIFLOWER 
 567  CAULIFLOWER 
 334  CAUSALITY 
 282  CAUSE 
 282  CAUSE 
 282  CAUSE 
 317  CAUSTIC 
 317  CAUSTIC 
 363  CAUTIOUS 
 601  CAVE 
 601  CAVE 
 601  CAVE 
 601  CAVE 
 548  CAVERN 
 548  CAVERN 
 516  CEDAR 
 240  CEDE 
 557  CEILING 
 557  CEILING 
 590  CELL 
 590  CELL 
 590  CELL 
 572  CELLAR 
 572  CELLAR 
 572  CELLAR 
 578  CEMENT 
 578  CEMENT 
 518  CENT 
 421  CENTENNIAL 
 421  CENTENNIAL 
 459  CENTER 
 459  CENTER 
 395  CENTURY 
 576  CEREAL 
 576  CEREAL 
 518  CEREBRUM 
 523  CEREMONY 
 523  CEREMONY 
 529  CERTIFICATE 
 529  CERTIFICATE 
 529  CERTIFICATE 
 529  CERTIFICATE 
 559  CHAIN 
 559  CHAIN 
 559  CHAIN 
 610  CHAIR 
 610  CHAIR 
 601  CHALK 
 601  CHALK 
 601  CHALK 
 402  CHALLENGE 
 402  CHALLENGE 
 402  CHALLENGE 
 464  CHAMOIS 
 464  CHAMOIS 
 464  CHAMOIS 
 508  CHAMPION 
 508  CHAMPION 
 508  CHAMPION 
 508  CHAMPION 
 354  CHANCE 
 354  CHANCE 
 354  CHANCE 
 354  CHANCE 
 508  CHANNEL 
 508  CHANNEL 
 464  CHAOS 
 434  CHAOTIC 
 560  CHAPEL 
 560  CHAPEL 
 372  CHARACTER 
 372  CHARACTER 
 372  CHARACTER 
 445  CHARITY 
 350  CHARLATAN 
 350  CHARLATAN 
 455  CHARM 
 455  CHARM 
 461  CHARMING 
 461  CHARMING 
 461  CHARMING 
 531  CHART 
 531  CHART 
 406  CHARTER 
 406  CHARTER 
 456  CHASM 
 386  CHASSIS 
 516  CHATTERBOX 
 457  CHEAT 
 457  CHEAT 
 561  CHEEK 
 561  CHEEK 
 424  CHEERED 
 424  CHEERED 
 424  CHEERED 
 424  CHEERED 
 475  CHEERFUL 
 449  CHEERY 
 592  CHEESE 
 592  CHEESE 
 458  CHEMISTRY 
 582  CHERRY 
 582  CHERRY 
 582  CHERRY 
 556  CHEST 
 556  CHEST 
 602  CHESTNUT 
 602  CHESTNUT 
 527  CHEW 
 527  CHEW 
 437  CHIC 
 437  CHIC 
 619  CHICKEN 
 619  CHICKEN 
 545  CHIEF 
 545  CHIEF 
 545  CHIEF 
 619  CHILD 
 619  CHILD 
 489  CHILDHOOD 
 489  CHILDHOOD 
 417  CHILDISH 
 597  CHILDREN 
 460  CHILLY 
 460  CHILLY 
 608  CHIN 
 608  CHIN 
 597  CHINA 
 597  CHINA 
 530  CHINCHILLA 
 429  CHINK 
 429  CHINK 
 609  CHIPMUNK 
 567  CHISEL 
 567  CHISEL 
 567  CHISEL 
 435  CHLORIDE 
 480  CHLORINE 
 480  CHLORINE 
 611  CHOCOLATE 
 611  CHOCOLATE 
 567  CHOIR 
 567  CHOIR 
 299  CHOOSE 
